"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","69","获取用户信息（使用提取的变量）","test-engine.tests","Wed Apr 15 04:43:56 UTC 2026","passed","Wed Apr 15 04:43:56 UTC 2026","","test_runner","",""
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","304","用户登录测试","test-engine.tests","Wed Apr 15 04:43:55 UTC 2026","passed","Wed Apr 15 04:43:56 UTC 2026","","test_runner","",""
