"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","73","获取用户信息（使用提取的变量）","test-engine.tests","Tue Mar 31 04:34:28 UTC 2026","passed","Tue Mar 31 04:34:28 UTC 2026","","test_runner","",""
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","316","用户登录测试","test-engine.tests","Tue Mar 31 04:34:27 UTC 2026","passed","Tue Mar 31 04:34:28 UTC 2026","","test_runner","",""
