"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","11546","用户登录测试","test-engine.tests","2026-07-12","passed","2026-07-12","","test_runner","",""
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","1019","获取用户信息（使用提取的变量）","test-engine.tests","2026-07-12","passed","2026-07-12","","test_runner","",""
