"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","151","用户登录测试","test-engine.tests","Thu Mar 12 07:39:35 UTC 2026","passed","Thu Mar 12 07:39:35 UTC 2026","","test_runner","",""
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","22","获取用户信息（使用提取的变量）","test-engine.tests","Thu Mar 12 07:39:35 UTC 2026","passed","Thu Mar 12 07:39:35 UTC 2026","","test_runner","",""
