"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","993","用户登录测试","test-engine.tests","2026-05-31","passed","2026-05-31","","test_runner","",""
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","1803","获取用户信息（使用提取的变量）","test-engine.tests","2026-05-31","passed","2026-05-31","","test_runner","",""
