"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","11","获取用户信息（使用提取的变量）","test-engine.tests","Sat May 02 04:56:29 UTC 2026","passed","Sat May 02 04:56:29 UTC 2026","","test_runner","",""
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","96","用户登录测试","test-engine.tests","Sat May 02 04:56:28 UTC 2026","passed","Sat May 02 04:56:29 UTC 2026","","test_runner","",""
