"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","453","用户登录测试","test-engine.tests","Wed Apr 01 04:45:25 UTC 2026","passed","Wed Apr 01 04:45:26 UTC 2026","","test_runner","",""
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","61","获取用户信息（使用提取的变量）","test-engine.tests","Wed Apr 01 04:45:26 UTC 2026","passed","Wed Apr 01 04:45:26 UTC 2026","","test_runner","",""
