"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","791","获取用户信息（使用提取的变量）","test-engine.tests","Tue May 26 06:03:37 UTC 2026","passed","Tue May 26 06:03:38 UTC 2026","","test_runner","",""
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","428","用户登录测试","test-engine.tests","Tue May 26 06:03:36 UTC 2026","passed","Tue May 26 06:03:37 UTC 2026","","test_runner","",""
