"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","7","获取用户信息（使用提取的变量）","test-engine.tests","Fri Mar 20 04:11:44 UTC 2026","passed","Fri Mar 20 04:11:44 UTC 2026","","test_runner","",""
"Source file: /home/runner/work/test_system/test_system/test-engine/data/login.yaml","48","用户登录测试","test-engine.tests","Fri Mar 20 04:11:44 UTC 2026","passed","Fri Mar 20 04:11:44 UTC 2026","","test_runner","",""
